code,college,school,areas_of_interest,next_offering,assessment_types,assessment_weights,max_assessment_weight,max_assessment_type,max_assessment_name,blurb,summary_link,selt_link
ECON8034,College of Business and Economics,Research School of Economics,Economics,,"['participation', 'test/quiz/midsem', 'test/quiz/midsem', 'test/quiz/midsem', 'exam']","{'Tutorial Engagement': 10.0, 'Quiz 1': 10.0, 'Quiz 2': 10.0, 'Quiz 3': 10.0, 'Final Exam': 60.0}",60.0,exam,Final Exam,"To enrol in this course you must have completed or have concurrent enrolment in ECON8025, and either of ECON8013 or ECON6012.",https://programsandcourses.anu.edu.au/2024/course/ECON8034/First%20Semester/3031,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/ECON8034_Time_Series_LRN.pdf
POGO8021,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,,"['other', 'reflection', 'participation', 'essay/report']","{'Short overview of concepts in public sector ethics': 10.0, 'Film reflection': 30.0, 'Participation and engagement': 10.0, 'Research essay': 50.0}",50.0,essay/report,Research essay,,https://programsandcourses.anu.edu.au/course/POGO8021/First%20Semester/3933,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8021_Time_Series_LRN.pdf
POGO8062,"College of Law, Governance and Policy",Crawford School of Public Policy,,Jul 2026,"['test/quiz/midsem', 'test/quiz/midsem', 'essay/report', 'participation']","{'Test 1': 20.0, 'Test 2': 20.0, 'Research Paper': 50.0, 'Tutorial Participation': 10.0}",50.0,essay/report,Research Paper,,https://programsandcourses.anu.edu.au/course/POGO8062/First%20Semester/3935,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8062_Time_Series_LRN.pdf
MGMT8106,College of Business and Economics,Research School of Management,"Management, Business Administration",,"['test/quiz/midsem', 'test/quiz/midsem', 'essay/report', 'participation']","{'Test 1': 20.0, 'Test 2': 20.0, 'Research Paper': 50.0, 'Tutorial Participation': 10.0}",,,,"To enrol in this course you must be: 
 enrolled in the Master of Business Administration (MBUSA) 
 and have successfully completed MGMT8103. 
 Permission to enrol in this course will be provided by the Research School of Management (RSM). If you have questions about enrolling, please contact the RSM School Office at mba@anu.edu.au.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8106_Time_Series_LRN.pdf
SCOM2015,College of Systems and Society,Centre for the Public Awareness of Science,Science Communication,Jul 2025,"['other', 'other', 'oral/presentation', 'oral/presentation', 'essay/report']","{'Weekly video / readings': 10.0, 'Video explanation of a piece of science': 10.0, 'PechaKucha presentation': 20.0, 'TED style presentation': 40.0, 'Essay on storytelling': 20.0}",40.0,oral/presentation,TED style presentation,"To enrol in this course you must have completed 18 units of tertiary courses, or have permission from the convener. 
 Incompatible with SCOM2001 Practical Skills for Communicating Science and SCOM6015, except with permission of the convener.",https://programsandcourses.anu.edu.au/2024/course/SCOM2015/Second%20Semester/7908,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SCOM2015_Time_Series_LRN.pdf
SCOM6015,College of Systems and Society,Centre for the Public Awareness of Science,Science Communication,Jul 2025,"['other', 'other', 'oral/presentation', 'oral/presentation', 'essay/report']","{'Weekly video / readings': 10.0, 'Video explanation of a piece of science': 10.0, 'PechaKucha presentation': 20.0, 'TED style presentation': 40.0, 'Essay on storytelling': 20.0}",40.0,oral/presentation,TED style presentation,Incompatible with SCOM2015,https://programsandcourses.anu.edu.au/2024/course/SCOM6015/Second%20Semester/7920,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SCOM6015_Time_Series_LRN.pdf
POGO8236,"College of Law, Governance and Policy",Crawford School of Public Policy,Policy Studies,,"['other', 'essay/report', 'exam']","{'Schools of Thought Exercise': 5.0, 'Believers vs Skeptics Paper': 30.0, 'Take Home Exam': 65.0}",65.0,exam,Take Home Exam,,https://programsandcourses.anu.edu.au/2024/course/POGO8236/Spring%20Session/9441,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8236_Time_Series_LRN.pdf
POGO8132,"College of Law, Governance and Policy",Crawford School of Public Policy,"Geography, Development Studies, Policy Studies, Political Sciences, Sustainability",Nov 2025,"['oral/presentation', 'other', 'other']","{'3 minute presentation or film: Identify and explain an urban problem in a specific context': 25.0, 'Formative peer assessment support and team-based learning workshop (in class).': 15.0, 'Urban problem analysis and policy brief': 60.0}",60.0,other,Urban problem analysis and policy brief,,https://programsandcourses.anu.edu.au/2024/course/POGO8132/Summer%20Session/1506,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POGO8132_Time_Series_LRN.pdf
CRIM2008,College of Arts and Social Sciences,POLIS: The Centre for Social Policy Research,"Law, Sociology, Security Studies, Criminology, Human Rights",Feb 2026,"['participation', 'test/quiz/midsem', 'essay/report', 'reflection']","{'Course participation': 20.0, 'Quiz': 20.0, 'Research essay': 40.0, 'Reflection': 20.0}",40.0,essay/report,Research essay,To enrol in this course you must have completed 12 units of 1000-level Criminology (CRIM) or Sociology (SOCY) courses; or with permission from the convener.,https://programsandcourses.anu.edu.au/2023/course/CRIM2008/Second%20Semester/6920,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CRIM2008_Time_Series_LRN.pdf
MGMT8105,College of Business and Economics,Research School of Management,"Management, Business Administration",,"['participation', 'test/quiz/midsem', 'essay/report', 'reflection']","{'Course participation': 20.0, 'Quiz': 20.0, 'Research essay': 40.0, 'Reflection': 20.0}",,,,"To enrol in this course you must be: 
 enrolled in the Master of Business Administration (MBUSA) 
 and have successfully completed MGMT8103. 
 Permission to enrol in this course will be provided by the Research School of Management (RSM). If you have questions about enrolling, please contact the RSM School Office at mba@anu.edu.au.",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8105_Time_Series_LRN.pdf
SOCR8008,College of Arts and Social Sciences,POLIS: The Centre for Social Policy Research,"Anthropology, Population Studies, Sociology, Demography",Feb 2026,"['essay/report', 'other', 'other', 'participation']","{'Scoping report': 20.0, 'Data collection guides': 30.0, 'Research portfolio': 40.0, 'Class participation': 10.0}",40.0,other,Research portfolio,You are not able to enrol in this course if you have previously completed SOCR4008.,https://programsandcourses.anu.edu.au/course/SOCR8008/First%20Semester/2335,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SOCR8008_Time_Series_LRN.pdf
CHMD8004,College of Science and Medicine,School of Medicine and Psychology,"Anthropology, Social Research, Medicine, Health",Feb 2026,"['other', 'other', 'other']","{'Research Journal': 20.0, 'Interview assignment - pilot research proposal assignment (interview)': 30.0, 'Research Proposal': 50.0}",50.0,other,Research Proposal,,https://programsandcourses.anu.edu.au/course/CHMD8004/First%20Semester/3030,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/CHMD8004_Time_Series_LRN.pdf
POLS2045,College of Arts and Social Sciences,,"International Relations, Political Sciences",Jul 2026,"['other', 'other', 'other']","{'Research Journal': 20.0, 'Interview assignment - pilot research proposal assignment (interview)': 30.0, 'Research Proposal': 50.0}",,,,"To enrol in this course you must have completed 12 units of 1000 level POLS courses, of which 6 units must be from POLS1009; or permission of the convenor",,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POLS2045_Time_Series_LRN.pdf
SOCR4003,College of Arts and Social Sciences,School of Sociology,"Social Research, Sociology, Criminology",Jul 2025,"['other', 'other', 'other', 'participation']","{'Rejective analysis': 25.0, 'Coding project': 30.0, 'Qualitative analysis write-up': 35.0, 'Participation': 10.0}",35.0,other,Qualitative analysis write-up,"To enrol in this course you must be studying a Bachelor of Arts Honours (HARTS or HART2), Bachelor of Criminology Honours (HCRIM), Bachelor of International Relations Honours (HIR), Bachelor of Middle Eastern and Central Asian Studies Honours (HMECA), Bachelor of Music Honours (HMUSI), Bachelor of Political Science Honours (HPLSC), Bachelor of Policy Studies (HPOLS) or Bachelor of Asian Studies Honours (HASIA), Bachelor of International Security Studies (Honours) (HINSS), Bachelor of Philosophy Honours- Asia and the Pacific (APASP) or completion of 144 units towards the Bachelor of Philosophy Honours (Arts) (APHAR or APNAR). 
 To enrol in this course you must have completed SOCR4008 or SOCR8008. 
 You are not able to enrol in this course if you have previously completed SOCR8003",https://programsandcourses.anu.edu.au/2024/course/SOCR4003/Second%20Semester/7978,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SOCR4003_Time_Series_LRN.pdf
SOCR8003,College of Arts and Social Sciences,School of Sociology,"Geography, Political Communication, Sociology, Science, Economic Policy",Jul 2025,"['other', 'other', 'other', 'participation']","{'Reflective analysis': 25.0, 'Coding project': 30.0, 'Qualitative analysis write-up': 35.0, 'Participation': 10.0}",35.0,other,Qualitative analysis write-up,"To enrol in this course you must have completed SOCR4008 or SOCR8008. 
 You are not able to enrol in this course if you have previously completed SOCR4003.",https://programsandcourses.anu.edu.au/2024/course/SOCR8003/Second%20Semester/7517,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/SOCR8003_Time_Series_LRN.pdf
MGMT8018,College of Business and Economics,Research School of Management,"Business Information Systems, International Business, Management, Marketing, Project Management",Feb 2026,"['other', 'oral/presentation', 'oral/presentation', 'essay/report']","{'Literature review 20%': 20.0, 'Proposal presentation 1, 10%': 10.0, 'Proposal presentation 2, 20%': 20.0, 'Research report, 50%': 50.0}",50.0,essay/report,"Research report, 50%","To enrol in this course you must be: 
 enrolled in one of the following programs: 
 Doctor of Philosophy (PhD) within a Research School of Management discipline area 
 Master of Philosophy (MPhil) within a Research School of Management discipline area 
 Master of Management (Advanced) 
 You will need to contact the Research School of Management (enquiries.rsm@anu.edu.au) to request a permission code to enrol in this course. 
 You are not able to enrol in this course if you have previously completed MGMT4018.",https://programsandcourses.anu.edu.au/2024/course/MGMT8018/First%20Semester/2465,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT8018_Time_Series_LRN.pdf
MGMT4018,College of Business and Economics,Research School of Management,"Business Information Systems, International Business, Management, Marketing, Project Management",Feb 2026,"['other', 'oral/presentation', 'oral/presentation', 'essay/report']","{'Literature review 20%': 20.0, 'Proposal presentation 1, 10%': 10.0, 'Proposal presentation 2, 20%': 20.0, 'Research report, 50%': 50.0}",50.0,essay/report,"Research report, 50%","To enrol in this course you must be: 
 enrolled in one of the following programs: 
 Bachelor of Business Administration (Honours) (HBUSA) 
 Bachelor of International Business (Honours) (HINBS) 
 Bachelor of Commerce (Honours) (HCOMM) 
 You will need to contact the Research School of Management (enquiries.rsm@anu.edu.au) to request a permission code to enrol in this course. 
 You are not able to enrol in this course if you have previously completed MGMT8018.",https://programsandcourses.anu.edu.au/2024/course/MGMT4018/First%20Semester/2464,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/MGMT4018_Time_Series_LRN.pdf
LING4103,College of Arts and Social Sciences,"School of Literature, Languages and Linguistics","Anthropology, Asian Languages, European Languages, Linguistics and Applied Linguistics, Social Research",Feb 2026,"['test/quiz/midsem', 'other', 'participation', 'other', 'oral/presentation', 'other']","{'Quiz': 5.0, 'Critical evaluation of a qualitative study': 20.0, 'Contribution to reader forum': 5.0, 'Qualitative data analysis assignment': 20.0, 'Presentation': 10.0, 'Final project': 40.0}",40.0,other,Final project,"To enrol in this course you must be enrolled in the Bachelor of Arts Honours (HARTS or HART2), Bachelor of Languages Honours (HLANG), Bachelor of Middle Eastern and Central Asian Studies Honours (HMECA) or Bachelor of Asian Studies Honours (HASIA), or have completed 144 units towards the Bachelor of Philosophy (Arts) (APHAR or APNAR). Incompatible with LING8026.",https://programsandcourses.anu.edu.au/course/LING4103/First%20Semester/3333,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LING4103_Time_Series_LRN.pdf
LING8026,College of Arts and Social Sciences,"School of Literature, Languages and Linguistics","Asian Languages, Linguistics and Applied Linguistics, Language Studies",Feb 2026,"['test/quiz/midsem', 'other', 'participation', 'other', 'oral/presentation', 'other']","{'Quiz': 5.0, 'Critical evaluation of a qualitative study': 20.0, 'Contribution to reader forum': 5.0, 'Qualitative data analysis assignment': 20.0, 'Presentation': 10.0, 'Final project': 40.0}",40.0,other,Final project,You are not able to enrol in this course if you have previously completed LING4103.,https://programsandcourses.anu.edu.au/course/LING8026/First%20Semester/2498,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LING8026_Time_Series_LRN.pdf
LING9026,College of Arts and Social Sciences,"School of Literature, Languages and Linguistics","Asian Languages, Cultural Studies, European Languages, Linguistics and Applied Linguistics, Social Research",Feb 2026,"['test/quiz/midsem', 'other', 'participation', 'other', 'oral/presentation', 'other']","{'Quiz': 5.0, 'Critical evaluation of a qualitative study': 20.0, 'Contribution to reader forum': 5.0, 'Qualitative data analysis assignment': 20.0, 'Presentation': 10.0, 'Final project': 40.0}",40.0,other,Final project,You must be enrolled in an HDR program to undertake this course.,https://programsandcourses.anu.edu.au/course/LING9026/First%20Semester/3332,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/LING9026_Time_Series_LRN.pdf
POLS4044,College of Asia and the Pacific,Department of Political and Social Change,,Jul 2026,"['other', 'participation', 'essay/report', 'essay/report']","{'Seminar Preparation': 5.0, 'Seminar Participation': 5.0, 'Critical Review Essay': 20.0, 'Research Essay': 70.0}",70.0,essay/report,Research Essay,In enrol in this course you must be enrolled in an honours program. Incompatible with POLS8044.,https://programsandcourses.anu.edu.au/course/POLS4044/First%20Semester/3785,https://unistats.anu.edu.au/internal/surveys/selt/learning/time-series/POLS4044_Time_Series_LRN.pdf
